1,716
2,256
3,-905
4,-50
5,-221
6,-741
7,-263
8,-864
9,212
10,-852
11,-103
12,-986
13,717
14,-417
15,250
16,-971
17,417
18,125
19,-705
20,-233
21,-434
22,650
23,817
24,-751
25,587
26,75
27,-84
28,-632
29,761
30,-791
31,685
32,351
33,707
34,-440
35,-196
36,-64
37,-213
38,375
39,-851
40,-776
41,340
42,781
43,820
44,-232
45,371
46,-383
47,-60
48,463
49,444
50,-590
51,-657
52,-931
53,-669
54,-650
55,-658
56,665
57,-18
58,-917
59,-717
60,621
61,-409
62,-360
63,-35
64,481
65,-220
66,131
67,-567
68,-689
69,912
70,953
71,-418
72,-291
73,335
74,14
75,780
76,-954
77,-501
78,-351
79,-505
80,-764
81,-630
82,582
83,-351
84,-213
85,-520
86,363
87,-533
88,-260
89,903
90,429
91,-137
92,780
93,-697
94,-825
95,-396
96,610
97,826
98,-191
99,-942
100,881
101,-158
102,212
103,-688
104,820
105,-820
106,-496
107,-180
108,196
109,-778
110,-828
111,579
112,-501
113,483
114,-681
115,-275
116,-615
117,280
118,744
119,-881
120,928
121,-684
122,930
123,-799
124,322
125,-485
126,-402
127,415
128,-154
129,-363
130,-160
131,567
132,-631
133,-318
134,-197
135,-382
136,-719
137,-334
138,-739
139,-838
140,111
141,802
142,415
143,-87
144,396
145,723
146,-226
147,804
148,-336
149,-856
150,-124
151,-416
152,-295
153,765
154,478
155,-354
156,-283
157,845
158,-265
159,-317
160,268
161,-459
162,952
163,694
164,-16
165,-289
166,-89
167,-319
168,-307
169,901
170,-253
171,-752
172,-585
173,446
174,389
175,323
176,67
177,808
178,-98
179,-388
180,-363
181,673
182,115
183,81
184,410
185,-624
186,-815
187,-225
188,881
189,484
190,-388
191,-143
192,258
193,-579
194,-432
195,-570
196,-683
197,-915
198,897
199,-212
200,-402
201,-284
202,-362
203,-618
204,309
205,-124
206,-258
207,560
208,580
209,-66
210,41
211,971
212,-246
213,-89
214,-347
215,58
216,882
217,846
218,332
219,605
220,-589
221,-343
222,-709
223,-824
224,-398
225,-831
226,853
227,-410
228,465
229,-906
230,-95
231,657
232,776
233,-792
234,-105
235,-288
236,507
237,518
238,-316
239,583
240,-911
241,944
242,485
243,-631
244,5
245,-261
246,-938
247,-143
248,-399
249,18
250,-162
251,652
252,894
253,-57
254,-42
255,-288
256,-235
257,-37
258,218
259,806
260,-233
261,589
262,-501
263,832
264,617
265,-623
266,43
267,926
268,-760
269,-763
270,714
271,-571
272,292
273,-944
274,981
275,-890
276,-281
277,912
278,-321
279,701
280,-677
281,-659
282,313
283,-99
284,-400
285,958
286,-989
287,-841
288,12
289,356
290,-731
291,-603
292,27
293,-142
294,960
295,201
296,204
297,-596
298,-490
299,202
300,-129
301,-643
302,-869
303,-842
304,-725
305,-431
306,-22
307,-51
308,-95
309,47
310,423
311,752
312,-126
313,539
314,810
315,855
316,464
317,-370
318,691
319,458
320,-871
321,-384
322,154
323,252
324,-117
325,-696
326,-231
327,685
328,-850
329,-917
330,918
331,-314
332,796
333,991
334,-162
335,-91
336,640
337,-829
338,823
339,244
340,-632
341,197
342,-679
343,233
344,-756
345,-443
346,436
347,-301
348,318
349,292
350,-261
351,-856
352,601
353,568
354,-879
355,119
356,-985
357,335
358,584
359,385
360,432
361,-896
362,-32
363,-925
364,751
365,733
366,514
367,-975
368,147
369,-209
370,544
371,140
372,609
373,972
374,516
375,-183
376,-458
377,673
378,-661
379,372
380,676
381,-629
382,727
383,-455
384,92
385,836
386,214
387,-681
388,-277
389,102
390,-505
391,237
392,428
393,-506
394,-482
395,-82
396,421
397,-863
398,187
399,-823
400,501
401,633
402,-221
403,9
404,-469
405,-859
406,755
407,787
408,653
409,337
410,609
411,22
412,-883
413,268
414,456
415,-10
416,967
417,888
418,-525
419,-636
420,560
421,214
422,-871
