1,-642
2,505
3,-27
4,873
5,589
6,93
7,-219
8,-11
9,530
10,192
11,-943
12,-770
13,106
14,-229
15,751
16,746
17,118
18,-171
19,89
20,-434
21,128
22,793
23,-186
24,-9
25,-546
26,-484
27,-843
28,-496
29,-163
30,39
31,511
32,82
33,-32
34,985
35,511
36,-617
37,277
38,-799
39,-302
40,-831
41,836
42,-407
43,280
44,-975
45,42
46,527
47,604
48,-342
49,691
50,647
51,620
52,655
53,945
54,-820
55,-118
56,152
57,675
58,-150
59,-610
60,358
61,239
62,-265
63,-463
64,339
65,-923
66,-154
67,-453
68,738
69,662
70,873
71,-842
72,202
73,177
74,301
75,467
76,-64
77,646
78,562
79,-782
80,647
81,-920
82,593
83,382
84,-238
85,-888
86,659
87,216
88,111
89,58
90,825
91,-305
92,-390
93,289
94,-352
95,207
96,650
97,129
98,222
99,-650
100,834
101,-328
102,435
103,-186
104,-821
105,458
106,661
107,-381
108,250
109,-950
110,994
111,695
112,499
113,-173
114,988
115,114
116,-147
117,474
118,-329
119,112
120,202
121,-363
122,898
123,-956
124,-245
125,882
126,667
127,-682
128,-545
129,190
130,-102
131,-136
132,-303
133,-800
134,-6
135,-342
136,-866
137,-732
138,-649
139,794
140,471
141,503
142,-726
143,-461
144,29
145,-149
146,806
147,335
148,429
149,-52
150,973
151,5
152,-119
153,216
154,959
155,-927
156,-884
157,-579
158,525
159,-639
160,835
161,236
162,725
163,664
164,760
165,890
166,453
167,422
168,-807
169,644
170,-56
171,-252
172,-654
173,952
174,298
175,-942
176,-885
177,-837
178,62
179,-873
180,-481
181,-391
182,446
183,721
184,-65
185,371
186,484
187,669
188,894
189,314
190,691
191,-57
192,-77
193,-826
194,-1000
195,255
196,153
197,-801
198,833
199,790
200,-10
201,439
202,206
203,-475
204,-519
205,-893
206,176
207,-800
208,985
209,172
210,-194
211,668
212,-574
213,-240
214,-689
215,-858
216,-588
217,-769
218,-539
219,-444
220,559
221,-9
222,-830
223,91
224,768
225,809
226,917
227,-636
228,21
229,-73
230,739
231,-472
232,-883
233,373
234,729
235,538
236,695
237,-295
238,268
239,190
240,-978
241,-754
242,499
243,424
244,-834
245,-628
246,652
247,84
248,477
249,-891
250,-542
251,-822
252,808
253,-270
254,-1000
255,-430
256,43
257,-103
258,-748
259,-762
260,-235
261,512
262,-277
263,485
264,-760
265,-716
266,199
267,-362
268,825
269,-923
270,872
271,521
272,-749
273,-950
274,307
275,-790
276,575
277,-386
278,916
279,494
280,-903
281,98
282,-970
283,342
284,772
285,872
286,300
287,-11
288,-334
289,-587
290,-440
291,871
292,-694
293,-194
294,-615
295,-325
296,843
297,517
298,-234
299,-726
300,987
301,711
302,-518
303,756
304,666
305,-646
306,287
307,-860
308,758
309,-793
310,-466
311,360
312,760
313,152
314,581
315,-405
316,-274
317,-222
318,-118
319,-237
320,296
321,-163
322,25
323,-515
324,622
325,-948
326,-520
327,-612
328,-602
329,-676
330,-391
331,-853
332,931
333,-454
334,935
335,-929
336,210
337,-746
338,-983
339,701
340,866
341,99
342,-275
343,676
344,375
345,-411
346,-569
347,-217
348,-665
349,22
350,-564
351,-796
352,-335
353,-983
354,567
355,-895
356,-865
357,643
358,393
359,-500
360,-419
361,-34
362,-930
363,-592
364,308
365,-228
366,153
367,859
368,-664
369,740
370,939
371,-273
372,-251
373,684
374,-384
375,-198
376,-973
377,342
378,-186
379,776
380,-403
381,-222
382,109
383,-567
384,-378
385,662
386,-519
387,437
388,327
389,332
390,457
391,772
392,-442
393,999
394,517
395,-491
396,-43
397,444
398,147
399,-395
400,-449
401,90
402,53
403,-548
404,867
405,-346
406,199
407,-658
408,-940
409,100
410,-944
411,786
412,478
413,572
414,739
415,448
416,-979
417,-169
418,114
419,-878
420,-789
421,-72
422,704
423,828
424,-790
425,-548
426,-69
427,64
428,914
429,-981
430,402
431,424
432,948
433,-614
434,713
435,-896
436,-177
437,323
438,-47
439,-90
440,212
441,-91
442,-139
443,47
444,997
445,845
446,159
447,810
448,-22
449,-134
450,775
451,-381
452,-728
453,-735
454,968
455,-97
456,226
457,-585
458,-201
459,612
460,875
461,407
462,982
463,-249
464,-665
465,-689
466,746
467,-591
468,253
469,-602
470,570
471,445
472,677
473,-273
474,520
475,125
476,874
477,609
478,807
479,-489
480,-621
481,-239
482,-354
483,-709
484,-478
485,-497
486,-55
487,811
488,-867
489,494
490,709
491,773
492,240
493,615
494,-800
495,590
496,-800
497,822
498,966
499,-264
500,-296
501,324
502,-518
503,-503
504,-833
505,-469
506,245
507,473
508,840
509,-999
510,-838
511,-849
512,91
513,81
514,352
515,147
516,-258
517,948
518,111
519,-121
520,935
521,1000
522,-953
523,207
524,297
525,-708
526,-192
527,199
528,-765
529,321
530,884
531,765
532,157
533,576
534,-133
535,311
536,561
537,-5
538,222
539,172
540,-576
541,-743
542,883
543,-268
544,846
545,-823
546,-519
547,1000
548,-66
549,953
550,-31
551,775
552,-396
553,80
554,639
555,799
556,449
557,155
558,962
559,-152
560,459
561,-324
562,-115
563,-884
564,-332
565,-40
566,-230
567,784
568,504
569,-941
570,659
571,575
572,-785
573,263
574,858
575,-97
576,32
577,-381
578,-247
579,177
580,-261
581,-304
582,-683
583,921
584,-960
585,883
586,642
587,383
588,-404
589,-873
590,-935
591,786
592,-290
593,639
594,525
595,-268
596,60
597,737
598,858
599,982
600,-965
601,-954
602,-733
603,-540
604,591
605,575
606,-389
607,420
608,-740
609,-366
610,-698
611,338
612,-535
613,106
614,-289
615,-719
616,-849
617,-435
618,-633
619,-32
620,-597
621,-431
622,-923
623,-879
624,299
625,511
626,-426
627,-42
628,-211
629,100
630,-931
631,653
632,774
633,455
634,680
635,542
636,725
637,-791
638,843
639,-185
640,234
641,588
642,454
643,-381
644,617
645,762
646,786
647,-756
648,-687
649,664
650,-926
651,73
652,-633
653,836
654,195
655,849
656,-471
657,654
658,856
659,566
660,-961
661,-967
662,22
663,136
664,-719
665,294
666,323
667,159
668,755
669,-111
670,596
671,-181
672,-725
673,-511
674,838
675,680
676,789
677,-725
678,-830
679,335
680,-510
681,450
682,878
683,163
684,619
685,972
686,-95
687,96
688,-699
689,464
690,-448
691,-556
692,932
693,-597
694,-286
695,-662
696,596
697,221
698,-299
699,240
700,148
701,-94
702,653
703,118
704,81
705,813
706,-807
707,-677
708,858
709,430
710,-661
711,515
712,-676
713,-782
714,652
715,-477
716,234
717,614
718,-371
719,-287
720,-875
721,873
722,909
723,-647
724,-695
725,-1
726,902
727,864
728,250
729,876
730,-977
731,317
732,-215
733,-106
734,677
735,494
736,369
737,519
738,-995
739,399
740,275
741,176
742,828
743,101
744,-940
745,-955
746,934
747,488
748,84
749,134
750,797
751,229
752,-896
753,-618
754,-999
755,-139
756,-864
757,443
758,-191
759,-948
760,-534
761,-74
762,-962
763,931
764,742
765,-375
766,-209
767,68
768,122
769,755
770,397
771,-122
772,-83
773,-461
774,987
775,695
776,-609
777,158
778,-947
779,-911
780,457
781,-572
782,-960
783,965
784,-857
785,-992
786,-512
787,-713
788,335
789,590
790,740
791,-622
